,Probe_Id,ILMN_Gene
41048,ILMN_1809516,EIF3IP1
41049,ILMN_1910660,LOC730656
41050,ILMN_1666468,ROBO1
41051,ILMN_1671355,IMAA
41052,ILMN_1682873,LOC388474
41053,ILMN_1768488,TERF2
41054,ILMN_1698728,FGD4
41055,ILMN_1726204,SCRG1
41056,ILMN_1782417,LOC651064
41057,ILMN_1655311,LOC145853
41058,ILMN_1746587,LOC652667
41059,ILMN_1705342,LOC654256
41060,ILMN_1805457,NHLH1
41061,ILMN_1746565,CD6
41062,ILMN_2066849,FAM26F
41063,ILMN_2183687,LIME1
41064,ILMN_1814583,CRISP3
41065,ILMN_1699931,HCST
41066,ILMN_1654673,LOC442208
41067,ILMN_1683923,MT1H
41068,ILMN_1778557,CDC2L5
41069,ILMN_1791912,SIDT2
41070,ILMN_1786024,POLR3H
41071,ILMN_1830973,HS.571336
41072,ILMN_1736316,LOC652767
41073,ILMN_2399140,RAB5C
41074,ILMN_1736175,LOC100101120
41075,ILMN_1792072,FUT4
41076,ILMN_2260224,RGS3
41077,ILMN_1845467,HS.538921
41078,ILMN_1683959,MED13L
41079,ILMN_1809404,LOC441086
41080,ILMN_1662417,LRPPRC
41081,ILMN_1878800,HS.566643
41082,ILMN_1799563,C14ORF19
41083,ILMN_1733523,NARG1L
41084,ILMN_1894710,HS.539677
41085,ILMN_1852347,HS.581558
41086,ILMN_1890094,HS.552373
41087,ILMN_2110110,FGF10
41088,ILMN_1754042,LOC400955
41089,ILMN_1811535,JUB
41090,ILMN_1663158,ZNF174
41091,ILMN_1665824,C6ORF218
41092,ILMN_1662681,AMBRA1
41093,ILMN_1696723,LOC650062
41094,ILMN_1795930,PTGER4
41095,ILMN_1852645,HS.541059
41096,ILMN_1789639,FMOD
41097,ILMN_1879168,HS.303763
41098,ILMN_2260725,WTAP
41099,ILMN_1681520,DGAT2
41100,ILMN_1757995,PARP2
41101,ILMN_1765124,LOC641365
41102,ILMN_1851277,HS.69494
41103,ILMN_1893523,HS.127938
41104,ILMN_1685641,BCHE
41105,ILMN_1712950,PFN1
41106,ILMN_1836471,HS.201341
41107,ILMN_2270909,ICA1
41108,ILMN_1737157,GRAMD1A
41109,ILMN_1858856,HS.380202
41110,ILMN_1878944,HS.532139
41111,ILMN_1654378,LOC642110
41112,ILMN_1758692,CTNNA3
41113,ILMN_1700975,ENSA
41114,ILMN_1839647,HS.106234
41115,ILMN_1654997,P2RX3
41116,ILMN_1840411,HS.569406
41117,ILMN_1666408,LOC645312
41118,ILMN_1731203,KIAA1618
41119,ILMN_1841435,HS.538928
41120,ILMN_1909404,HS.563815
41121,ILMN_1774062,SLC25A5
41122,ILMN_1706886,BCL7A
41123,ILMN_1667120,FBXO9
41124,ILMN_1873090,HS.541982
41125,ILMN_1730848,KRT18
41126,ILMN_1664833,MRPL50
41127,ILMN_1668039,GYPC
41128,ILMN_1877669,HS.544672
41129,ILMN_2411384,MGC57359
41130,ILMN_1698666,CST6
41131,ILMN_1876252,HS.540296
41132,ILMN_1799369,ANKMY1
41133,ILMN_1897557,HS.580126
41134,ILMN_1657286,LOC728734
41135,ILMN_2366790,DDX52
41136,ILMN_1728883,ACOT7
41137,ILMN_1713875,NME1
41138,ILMN_2390504,CNTNAP5
41139,ILMN_1679311,STK40
41140,ILMN_2402972,GGA3
41141,ILMN_1847822,KIAA0368
41142,ILMN_1722218,MBOAT7
41143,ILMN_1656185,DEF8
41144,ILMN_2146766,FABP5
41145,ILMN_1703174,FREM2
41146,ILMN_1702759,TXNDC13
41147,ILMN_2414962,MOBP
41148,ILMN_1653410,LOC647274
41149,ILMN_1899033,HS.553138
41150,ILMN_1875631,HS.544234
41151,ILMN_1889857,HS.561477
41152,ILMN_1815953,LOC440905
41153,ILMN_1666074,CD8B
41154,ILMN_1870084,HS.560613
41155,ILMN_1671703,ACTA2
41156,ILMN_1848226,HS.561357
41157,ILMN_1823341,HS.578072
41158,ILMN_1679060,LOC642559
41159,ILMN_1787464,LOC651296
41160,ILMN_1760635,RAD51C
41161,ILMN_1824151,HS.529633
41162,ILMN_1780667,WDR51A
41163,ILMN_1847061,HS.40918
41164,ILMN_1793403,OR2G3
41165,ILMN_1871704,HS.399833
41166,ILMN_1829310,HS.565838
41167,ILMN_1687941,RNF4
41168,ILMN_2189371,NTNG1
41169,ILMN_1732071,HIST2H2BE
41170,ILMN_1727567,OLIG2
41171,ILMN_1802535,LOC649897
41172,ILMN_1698813,LOC649217
41173,ILMN_1660288,C10ORF41
41174,ILMN_1673158,LOC200261
41175,ILMN_1721770,PAPPA
41176,ILMN_1659437,TXNDC17
41177,ILMN_2162234,NEK1
41178,ILMN_1879386,HS.561948
41179,ILMN_2150802,FLJ22795
41180,ILMN_1674997,OR14C36
41181,ILMN_1839190,HS.546898
41182,ILMN_1907215,HS.150800
41183,ILMN_1670469,KIAA0527
41184,ILMN_1817280,HS.566037
41185,ILMN_1889375,HS.443821
41186,ILMN_1842240,LOC728626
41187,ILMN_1654187,LOC644360
41188,ILMN_2139125,LRFN5
41189,ILMN_1881042,HS.572506
41190,ILMN_1709659,TMEM151A
41191,ILMN_1911420,HS.58423
41192,ILMN_1703006,MTCH1
41193,ILMN_1883176,HS.539522
41194,ILMN_2294274,S100PBP
41195,ILMN_1774373,NPAL2
41196,ILMN_1908374,HS.570344
41197,ILMN_1860733,HS.543654
41198,ILMN_1770795,LOC440558
41199,ILMN_1754179,AP1G2
41200,ILMN_1705578,LOC122038
41201,ILMN_1849504,HS.564548
41202,ILMN_1812249,C15ORF54
41203,ILMN_1812353,CSPP1
41204,ILMN_2278413,VCX2
41205,ILMN_1821266,HS.211485
41206,ILMN_1767471,LOC651301
41207,ILMN_1675746,LOC730479
41208,ILMN_1907276,HS.129410
41209,ILMN_1913413,HS.444133
41210,ILMN_2046896,ESRRAP2
41211,ILMN_1663142,CLEC12A
41212,ILMN_1656181,LOC647065
41213,ILMN_1870947,HS.537217
41214,ILMN_1804908,C14ORF128
41215,ILMN_1653577,C21ORF41
41216,ILMN_2181992,MTRF1
41217,ILMN_1874122,HS.196034
41218,ILMN_2350514,TBX1
41219,ILMN_2398474,RAP1B
41220,ILMN_1724677,OR5B21
41221,ILMN_1703826,UNC5D
41222,ILMN_1786046,CASP9
41223,ILMN_1847766,HS.123048
41224,ILMN_1712291,MICALL2
41225,ILMN_2122081,HCG3
41226,ILMN_1870529,HS.13997
41227,ILMN_1691336,LOC644768
41228,ILMN_2145889,FAM122C
41229,ILMN_1764970,JMJD1C
41230,ILMN_2383419,GMEB1
41231,ILMN_1663313,AMY1C
41232,ILMN_1699887,ST14
41233,ILMN_1670172,WDR33
41234,ILMN_1838179,HS.563242
41235,ILMN_1665526,TCEA2
41236,ILMN_1814120,PECR
41237,ILMN_1816822,HS.256581
41238,ILMN_1707181,LOC644284
41239,ILMN_1893134,HS.129476
41240,ILMN_1908004,HS.538864
41241,ILMN_2328835,IHPK2
41242,ILMN_1668651,FOXE1
41243,ILMN_1747067,NPAS1
41244,ILMN_1668092,ESAM
41245,ILMN_2255088,OCLN
41246,ILMN_2094631,TRIM60
41247,ILMN_1741695,COL12A1
41248,ILMN_1845362,HS.544081
41249,ILMN_1753910,CRISPLD1
41250,ILMN_1661022,FAM26A
41251,ILMN_1652161,PNKD
41252,ILMN_1722929,LOC641724
41253,ILMN_1878811,HS.553307
41254,ILMN_1897774,HS.574258
41255,ILMN_1899590,HS.539639
41256,ILMN_1726153,MGC4677
41257,ILMN_1902925,HS.565878
41258,ILMN_1740784,LOC390829
41259,ILMN_2258958,Sep-10
41260,ILMN_1699728,BTD
41261,ILMN_1699735,FGF1
41262,ILMN_1678150,OR6S1
41263,ILMN_1736796,RB1CC1
41264,ILMN_1905198,HS.270593
41265,ILMN_1754149,LETMD1
41266,ILMN_1691522,LOC644736
41267,ILMN_1695959,C21ORF63
41268,ILMN_1900305,HS.441429
41269,ILMN_1882522,HS.537677
41270,ILMN_1656422,GPR87
41271,ILMN_1745103,CLEC1B
41272,ILMN_1768640,CRNKL1
41273,ILMN_1670625,LOC730952
41274,ILMN_1788806,FAM71F2
41275,ILMN_1782021,ZNF707
41276,ILMN_1681118,CAPRIN2
41277,ILMN_1719449,DCLK2
41278,ILMN_1861100,HS.276444
41279,ILMN_1742052,SERPINB9
41280,ILMN_1770531,LOC728636
41281,ILMN_1653591,TRIM40
41282,ILMN_1738849,SLC9A2
41283,ILMN_1860818,HS.130612
41284,ILMN_1711120,ARC
41285,ILMN_1744147,CEBPZ
41286,ILMN_1808436,CTNNB1
41287,ILMN_1666445,CAMK2A
41288,ILMN_1866427,HS.539736
41289,ILMN_1907349,HS.556287
41290,ILMN_1741674,PPP1R9A
41291,ILMN_1798104,GRIN2A
41292,ILMN_1740052,APEG1
41293,ILMN_2341645,HNRPH3
41294,ILMN_1663767,LOC644558
41295,ILMN_1739386,NLRP13
41296,ILMN_2111255,VIT
41297,ILMN_1873033,HS.575231
41298,ILMN_1706015,FAM43A
41299,ILMN_1746888,PCOLCE2
41300,ILMN_1653601,LOC646144
41301,ILMN_1900475,HS.382164
41302,ILMN_1832119,HS.558215
41303,ILMN_1781638,HDDC3
41304,ILMN_1807093,FLJ45248
41305,ILMN_1817062,HS.540522
41306,ILMN_1812806,LOC645663
41307,ILMN_1847180,HS.537595
41308,ILMN_1778238,UTP6
41309,ILMN_1886223,HS.539710
41310,ILMN_1692572,KIF27
41311,ILMN_1675756,KCNJ15
41312,ILMN_1790761,POSTN
41313,ILMN_1907872,HS.575832
41314,ILMN_1807501,GINS4
41315,ILMN_1771957,MAN1B1
41316,ILMN_2371055,EFNA1
41317,ILMN_1714176,LOC283487
41318,ILMN_1703488,LOC648262
41319,ILMN_1697578,LOC647286
41320,ILMN_1703529,LOC646746
41321,ILMN_1765649,IRF3
41322,ILMN_1730304,ALG10B
41323,ILMN_1677240,SLC10A7
41324,ILMN_1756937,ST8SIA4
41325,ILMN_1870199,HS.575540
41326,ILMN_1676222,MGC45438
41327,ILMN_1665647,CD180
41328,ILMN_1726755,COPS4
41329,ILMN_1663401,LARP6
41330,ILMN_2047354,C1ORF97
41331,ILMN_1666785,SYNE1
41332,ILMN_1910820,HS.576864
41333,ILMN_1832684,HS.559317
41334,ILMN_1676057,LOC650546
41335,ILMN_2303170,MBNL3
41336,ILMN_1911717,HS.445274
41337,ILMN_1655915,MMP11
41338,ILMN_1847334,HS.156542
41339,ILMN_1672991,LOC648213
41340,ILMN_1787256,HCN3
41341,ILMN_1846002,HS.563552
41342,ILMN_1752214,UGT2B17
41343,ILMN_1657803,CFH
41344,ILMN_2319913,DGKA
41345,ILMN_1688627,AGBL2
41346,ILMN_1757437,UMPS
41347,ILMN_1875034,HS.493928
41348,ILMN_1691697,C20ORF38
41349,ILMN_1779536,C20ORF19
41350,ILMN_1680032,SLC7A13
41351,ILMN_1841927,HS.562460
41352,ILMN_2383874,PRELID2
41353,ILMN_1796939,CHAT
41354,ILMN_1696132,ATP1A4
41355,ILMN_1722680,DSEL
41356,ILMN_1915058,HS.121353
41357,ILMN_2135321,CHDH
41358,ILMN_1684582,LOC648689
41359,ILMN_2347917,EED
41360,ILMN_1808405,HLA-DQA1
41361,ILMN_1742345,LOC728912
41362,ILMN_1876404,HS.584406
41363,ILMN_1681605,LOC649415
41364,ILMN_1696659,THSD1
41365,ILMN_1653480,KENAE
41366,ILMN_2200659,SNHG5
41367,ILMN_2146495,GPR153
41368,ILMN_1831942,HS.486362
41369,ILMN_1862302,TMF1
41370,ILMN_1668842,TM4SF19
41371,ILMN_1710558,LOC728094
41372,ILMN_1884859,HS.537161
41373,ILMN_2361768,CHRNA1
41374,ILMN_1864714,HS.584216
41375,ILMN_1777913,CDK8
41376,ILMN_1784774,P2RY10
41377,ILMN_1823137,HS.554547
41378,ILMN_1743836,MXRA7
41379,ILMN_1718558,PARP12
41380,ILMN_1873278,LOC731895
41381,ILMN_1897627,HS.556528
41382,ILMN_1788783,TRAM2
41383,ILMN_1801703,CPLX1
41384,ILMN_1866215,HS.566197
41385,ILMN_1904581,HS.577376
41386,ILMN_2312304,INTS6
41387,ILMN_1801984,VHL
41388,ILMN_1666625,KIF17
41389,ILMN_1686562,KIF13B
41390,ILMN_1810200,ARPC2
41391,ILMN_1705682,LEPREL2
41392,ILMN_1709681,GABRB3
41393,ILMN_1876186,HS.544564
41394,ILMN_1755733,RPLP2
41395,ILMN_1655711,PRLHR
41396,ILMN_1792571,ARHGEF15
41397,ILMN_1674385,YWHAQ
41398,ILMN_1779280,OTUD3
41399,ILMN_1696186,LOC644889
41400,ILMN_1758038,ALKBH1
41401,ILMN_1728702,LOC649091
41402,ILMN_1756814,PTPRE
41403,ILMN_1694057,EIF3K
41404,ILMN_1762155,FBXO40
41405,ILMN_1709124,TMEM16H
41406,ILMN_1686709,LOC651197
41407,ILMN_2127416,GSR
41408,ILMN_1669167,LOC650323
41409,ILMN_1903345,HS.575085
41410,ILMN_1674044,FLJ42986
41411,ILMN_1810678,LOC642819
41412,ILMN_1854665,HS.205182
41413,ILMN_1725718,ZSCAN4
41414,ILMN_1663724,LOC648205
41415,ILMN_1702824,OR52W1
41416,ILMN_1770765,MGC52282
41417,ILMN_1730256,GNG13
41418,ILMN_1863776,HS.573141
41419,ILMN_1768077,C10ORF61
41420,ILMN_1893073,HS.14780
41421,ILMN_1828663,HS.543288
41422,ILMN_2306189,MAGED1
41423,ILMN_2233539,SLC39A8
41424,ILMN_2137003,C16ORF78
41425,ILMN_1774589,IQCC
41426,ILMN_1787386,ADAMTS13
41427,ILMN_1835237,HS.578061
41428,ILMN_1687112,LOC642248
41429,ILMN_1745409,LOC340529
41430,ILMN_1800543,SCFD1
41431,ILMN_1842680,HS.551378
41432,ILMN_1894862,HS.565491
41433,ILMN_1872037,LOC731338
41434,ILMN_1790771,LOC650795
41435,ILMN_1693397,PSG4
41436,ILMN_1846423,HS.578888
41437,ILMN_1804454,FAM135A
41438,ILMN_1766054,ABCA1
41439,ILMN_1797988,KLRD1
41440,ILMN_1781742,FAM133A
41441,ILMN_2314417,HYAL1
41442,ILMN_1829845,HS.553301
41443,ILMN_1899729,HS.576398
41444,ILMN_1692706,DCUN1D2
41445,ILMN_1701007,PON3
41446,ILMN_1690519,DHX34
41447,ILMN_2139943,RPS3A
41448,ILMN_2268156,LFNG
41449,ILMN_1916543,HS.563783
41450,ILMN_1725121,XPO1
41451,ILMN_1809820,LOC648963
41452,ILMN_1786601,PLAGL2
41453,ILMN_1759017,ZNF333
41454,ILMN_1862644,HS.539205
41455,ILMN_1656621,CHMP2A
41456,ILMN_1681938,ALDH8A1
41457,ILMN_1832528,HS.537649
41458,ILMN_1759261,C16ORF55
41459,ILMN_1905637,HS.581603
41460,ILMN_1741688,CPXM2
41461,ILMN_1717794,LOC647199
41462,ILMN_1875044,HS.350552
41463,ILMN_1662556,GALNT10
41464,ILMN_2130477,LOC390688
41465,ILMN_1884474,HS.373674
41466,ILMN_1695311,HLA-DMA
41467,ILMN_1823064,HS.580108
41468,ILMN_1844169,HS.573816
41469,ILMN_1651262,HNRNPAB
41470,ILMN_1883077,HS.540351
41471,ILMN_1766675,CDH6
41472,ILMN_1913518,HS.543990
41473,ILMN_1823273,HS.337087
41474,ILMN_1862661,HS.160681
41475,ILMN_2373763,CASP7
41476,ILMN_1845113,HS.566975
41477,ILMN_1852519,HS.550715
41478,ILMN_2149952,FLJ45256
41479,ILMN_2187058,LOC93349
41480,ILMN_1820149,HS.580918
41481,ILMN_1662707,SEC24B
41482,ILMN_1895637,HS.245751
41483,ILMN_1745374,IFI35
41484,ILMN_1917094,HS.164147
41485,ILMN_1793009,LOC652557
41486,ILMN_1672123,LOC651668
41487,ILMN_1872970,HS.539345
41488,ILMN_1656199,LOC650759
41489,ILMN_2330170,MYBPC1
41490,ILMN_2397750,IVNS1ABP
41491,ILMN_1832158,HS.550868
41492,ILMN_1695865,LOC440258
41493,ILMN_1913661,HS.577797
41494,ILMN_1744126,ING4
41495,ILMN_2108493,TMEM120B
41496,ILMN_1712452,MPHOSPH1
41497,ILMN_1722376,LOC650148
41498,ILMN_1676765,LOC390354
41499,ILMN_1734788,ATP2B2
41500,ILMN_1816953,HS.133257
41501,ILMN_1787379,RETNLB
41502,ILMN_2388397,LYPD1
41503,ILMN_1782609,STAG2
41504,ILMN_1776998,DNAJA4
41505,ILMN_1657194,TSNAXIP1
41506,ILMN_1723632,PIGC
41507,ILMN_2232339,SLC22A9
41508,ILMN_1776181,BIRC3
41509,ILMN_1726457,LOC284948
41510,ILMN_1856192,HS.378923
41511,ILMN_2265654,UBE2C
41512,ILMN_2147078,PIWIL4
41513,ILMN_1658356,DKFZP586H2123
41514,ILMN_1801348,GOT2
41515,ILMN_1848284,HS.550184
41516,ILMN_1908085,HS.570581
41517,ILMN_1916705,HS.545260
41518,ILMN_1714854,C1ORF149
41519,ILMN_1828318,HS.566224
41520,ILMN_1747019,PDYN
41521,ILMN_1890870,HS.60456
41522,ILMN_1697751,GINS1
41523,ILMN_1824665,HS.489857
41524,ILMN_2184250,SERPINB9
41525,ILMN_1838272,HS.526973
41526,ILMN_1680349,RIBC2
41527,ILMN_1748891,LOC387873
41528,ILMN_1760990,SH3GL3
41529,ILMN_2055930,FARSB
41530,ILMN_1907804,HS.544645
41531,ILMN_1797116,FAM45B
41532,ILMN_1789048,FLJ90231
41533,ILMN_1910162,HS.562331
41534,ILMN_1767894,POLB
41535,ILMN_1798663,MAB21L2
41536,ILMN_1672940,ZNF562
41537,ILMN_2120072,FLJ13305
41538,ILMN_1799591,LOC648704
41539,ILMN_1800220,KCTD3
41540,ILMN_1911091,HS.562128
41541,ILMN_1803194,GALK1
41542,ILMN_1747277,KIAA1257
41543,ILMN_1705757,CCNB3
41544,ILMN_1776858,DUS4L
41545,ILMN_1740996,CA3
41546,ILMN_1755547,NKX2-8
41547,ILMN_2211780,SLC25A4
41548,ILMN_1719149,LOC653663
41549,ILMN_1745201,LOC644814
41550,ILMN_1902100,HS.543074
41551,ILMN_1866765,HS.122034
41552,ILMN_2169089,C18ORF54
41553,ILMN_1808713,HSD17B2
41554,ILMN_1838629,HS.541040
41555,ILMN_1782938,SLC16A10
41556,ILMN_1689989,CDC42BPB
41557,ILMN_1716651,RUNX2
41558,ILMN_1836277,HS.582229
41559,ILMN_1898341,HS.554691
41560,ILMN_1662280,GDF1
41561,ILMN_1841522,HS.555149
41562,ILMN_1695717,RBM41
41563,ILMN_2150095,CES4
41564,ILMN_1721623,APOO
41565,ILMN_1737323,SLC10A5
41566,ILMN_2129927,EXT1
41567,ILMN_2401436,PKMYT1
41568,ILMN_2381206,DHODH
41569,ILMN_1917089,HS.443067
41570,ILMN_1886685,HS.564858
41571,ILMN_1864108,HS.98838
41572,ILMN_1745964,IRAK2
41573,ILMN_1818561,HS.505821
41574,ILMN_1805408,LOC400796
41575,ILMN_1734895,SFT2D1
41576,ILMN_1872419,HS.544637
41577,ILMN_1831098,HS.128393
41578,ILMN_1785486,ERG
41579,ILMN_1857947,LOC727934
41580,ILMN_1752575,USP42
41581,ILMN_1808215,RGS8
41582,ILMN_1782749,ZNF468
41583,ILMN_1807467,RGNEF
41584,ILMN_2055609,GPR174
41585,ILMN_1797298,ARMC7
41586,ILMN_1671209,SYTL2
41587,ILMN_1883576,HS.584275
41588,ILMN_1894569,HS.571048
41589,ILMN_1817238,HS.387745
41590,ILMN_1886696,HS.578642
41591,ILMN_1885048,HS.563829
41592,ILMN_1657913,C1ORF84
41593,ILMN_2316844,RBPJ
41594,ILMN_1785074,LOC651752
41595,ILMN_1699648,ZNF516
41596,ILMN_1826525,HS.539063
41597,ILMN_1841219,HS.136907
41598,ILMN_1751898,C12ORF4
41599,ILMN_1895518,HS.160568
41600,ILMN_2230566,RAB40B
41601,ILMN_1708922,ABL1
41602,ILMN_1756715,RUNDC3A
41603,ILMN_1788005,PLEC1
41604,ILMN_1711427,VN1R2
41605,ILMN_1778561,WEE1
41606,ILMN_2328363,CMTM1
41607,ILMN_2386016,C2ORF28
41608,ILMN_1665562,PLIN
41609,ILMN_1740724,LOC392221
41610,ILMN_1706077,DEFB125
41611,ILMN_1783266,OGDH
41612,ILMN_1672178,RNF8
41613,ILMN_1749675,WNT8B
41614,ILMN_1833783,HS.539882
41615,ILMN_1707218,LOC643369
41616,ILMN_2152429,FLJ40142
41617,ILMN_1875817,HS.563597
41618,ILMN_1791186,ARHGAP18
41619,ILMN_2114190,C14ORF166B
41620,ILMN_1679157,LOC653547
41621,ILMN_1893697,HS.162734
41622,ILMN_1768819,KIR3DX1
41623,ILMN_2342240,MGAT2
41624,ILMN_2373515,HSP90AA1
41625,ILMN_1910590,HS.582668
41626,ILMN_1718063,LIPA
41627,ILMN_1737074,LOC440589
41628,ILMN_2296439,PDE4B
41629,ILMN_1748281,MAPK10
41630,ILMN_1802249,LOC653905
41631,ILMN_1826342,HS.535394
41632,ILMN_2376205,LTB
41633,ILMN_1773758,PDPK1
41634,ILMN_1770412,AHCYL1
41635,ILMN_1715439,LOC644450
41636,ILMN_1718182,THRA
41637,ILMN_1849277,HS.564927
41638,ILMN_1741924,C17ORF58
41639,ILMN_2371433,MID1
41640,ILMN_1683212,SLC25A32
41641,ILMN_1721703,PNN
41642,ILMN_1766269,HM13
41643,ILMN_1656913,MDH1
41644,ILMN_2113074,UFM1
41645,ILMN_1889000,HS.434316
41646,ILMN_1667906,NR2E3
41647,ILMN_1822854,HS.545351
41648,ILMN_1802411,ITGA1
41649,ILMN_2074748,HAL
41650,ILMN_1670539,LOC92017
41651,ILMN_1883404,HS.572121
41652,ILMN_2380237,C1QTNF1
41653,ILMN_1702301,DOCK10
41654,ILMN_2078995,FAM130A2
41655,ILMN_1847309,HS.540972
41656,ILMN_1841170,HS.539735
41657,ILMN_1678246,LOC644001
41658,ILMN_1861728,HS.97779
41659,ILMN_1852050,HS.573355
41660,ILMN_1810550,BAIAP3
41661,ILMN_1757497,VGF
41662,ILMN_1802901,TRPV3
41663,ILMN_1801464,ANKFY1
41664,ILMN_1759863,RTDR1
41665,ILMN_1805902,ELA1
41666,ILMN_1695370,LOC645968
41667,ILMN_2404589,KCNRG
41668,ILMN_1693983,MUC5B
41669,ILMN_1767470,SCPEP1
41670,ILMN_1913165,HS.157271
41671,ILMN_1813010,VTA1
41672,ILMN_1666556,TRERF1
41673,ILMN_1682664,LOC644809
41674,ILMN_1767219,POLR1C
41675,ILMN_2098297,FLJ10324
41676,ILMN_2115991,TNNT1
41677,ILMN_1837602,HS.116179
41678,ILMN_2399174,TRAK1
41679,ILMN_1675345,MYADM
41680,ILMN_1893071,HS.224189
41681,ILMN_1717468,AGL
41682,ILMN_2052172,GBP7
41683,ILMN_1880537,HS.543182
41684,ILMN_1651811,LOC729269
41685,ILMN_1781663,LOC644624
41686,ILMN_1777579,TIGD1
41687,ILMN_1658416,MRPS18C
41688,ILMN_1678653,WDR5
41689,ILMN_1668825,DKFZP686I15217
41690,ILMN_1788599,LOC651404
41691,ILMN_2352036,RTN4
41692,ILMN_1684305,AK7
41693,ILMN_1789558,C8ORF70
41694,ILMN_1670219,LOC645090
41695,ILMN_1753330,LOC727927
41696,ILMN_1668752,FLJ20850
41697,ILMN_2175712,NDUFA11
41698,ILMN_1751396,BAG5
41699,ILMN_1854730,HS.539479
41700,ILMN_2091753,LANCL3
41701,ILMN_1736045,KCNJ16
41702,ILMN_1795442,LAMA4
41703,ILMN_1844593,HS.551128
41704,ILMN_1698313,CPM
41705,ILMN_1828031,HS.570453
41706,ILMN_1732089,MGC3207
41707,ILMN_1809597,C12ORF40
41708,ILMN_1877529,HS.545076
41709,ILMN_1873218,HS.553219
41710,ILMN_2244631,STEAP1
41711,ILMN_2053345,KCNT2
41712,ILMN_1880671,HS.583897
41713,ILMN_1858283,HS.539865
41714,ILMN_1850795,HS.156568
41715,ILMN_1680659,C11ORF63
41716,ILMN_1848228,HS.543929
41717,ILMN_1661470,LOC648931
41718,ILMN_1716957,C1QL1
41719,ILMN_1895200,HS.145785
41720,ILMN_1714805,ZC3H14
41721,ILMN_1689086,CTSC
41722,ILMN_1915039,HS.539305
41723,ILMN_2048043,DEFB4
41724,ILMN_1695472,MRPL10
41725,ILMN_2140999,ZFYVE16
41726,ILMN_1851272,HS.544253
41727,ILMN_2358069,MAD1L1
41728,ILMN_1718718,MKKS
41729,ILMN_1839088,HS.145853
41730,ILMN_1723794,UNG2
41731,ILMN_2336109,L3MBTL2
41732,ILMN_1686927,LOC653980
41733,ILMN_1676042,ALOX15
41734,ILMN_1865349,HS.570004
41735,ILMN_1672624,LOC646110
41736,ILMN_1766888,EVX1
41737,ILMN_2221063,LOC441584
41738,ILMN_1905865,HS.464966
41739,ILMN_2148150,CHAC2
41740,ILMN_2106331,H3F3A
41741,ILMN_1911994,HS.548146
41742,ILMN_1834398,HS.571012
41743,ILMN_1781102,C14ORF138
41744,ILMN_1661160,C3ORF55
41745,ILMN_1673329,CTAGE6
41746,ILMN_1658257,ABCB5
41747,ILMN_1699727,BAIAP2
41748,ILMN_2103397,ZNF234
41749,ILMN_1675186,ME2
41750,ILMN_1673640,PAG1
41751,ILMN_1723607,GPHN
41752,ILMN_1729831,LOC388814
41753,ILMN_2063925,CTNNBL1
41754,ILMN_1819258,HS.553450
41755,ILMN_1719033,PATE
41756,ILMN_1676490,MIP
41757,ILMN_1729908,LOC653189
41758,ILMN_1705371,LOC645039
41759,ILMN_1728125,LOC286094
41760,ILMN_1651624,C6ORF201
41761,ILMN_1699206,FHDC1
41762,ILMN_1845451,HS.541728
41763,ILMN_2172890,SLC18A1
41764,ILMN_1898697,HS.542756
41765,ILMN_1769316,UMODL1
41766,ILMN_1878984,HS.324269
41767,ILMN_1875977,HS.158667
41768,ILMN_1868656,HS.560694
41769,ILMN_1853876,HS.567759
41770,ILMN_1879968,HS.487207
41771,ILMN_1694731,CLCN7
41772,ILMN_1668646,LOC392467
41773,ILMN_1895945,HS.547201
41774,ILMN_1704611,LOC651150
41775,ILMN_1908149,HS.566818
41776,ILMN_1712967,LOC651291
41777,ILMN_2115011,FGD2
41778,ILMN_1851746,HS.213472
41779,ILMN_1840438,HS.570306
41780,ILMN_1762181,GRK4
41781,ILMN_1856374,HS.546047
41782,ILMN_1762305,LOC154449
41783,ILMN_1701857,LOC644373
41784,ILMN_1725686,OR52M1
41785,ILMN_1789134,XRRA1
41786,ILMN_1724427,OR6N2
41787,ILMN_2180624,TMCO6
41788,ILMN_1757892,LOC648657
41789,ILMN_1743194,EEA1
41790,ILMN_1719857,GRIPAP1
41791,ILMN_1778730,MRPL39
41792,ILMN_1796106,MGAT4B
41793,ILMN_1803211,FBXO2
41794,ILMN_1711823,C17ORF70
41795,ILMN_1686096,SPATA17
41796,ILMN_2382657,ARHGAP9
41797,ILMN_1689211,AAK1
41798,ILMN_2242998,ZNF682
41799,ILMN_1754772,LOC650698
41800,ILMN_1662772,LOC653238
41801,ILMN_1781890,KIAA1486
41802,ILMN_1793829,TMCO1
41803,ILMN_1832425,HS.473255
41804,ILMN_1708025,RBPMS
41805,ILMN_1693270,SUSD2
41806,ILMN_1781099,ISY1
41807,ILMN_1758055,YIF1B
41808,ILMN_2392080,IQWD1
41809,ILMN_2367126,ALAS2
41810,ILMN_1683313,ST3GAL1
41811,ILMN_1674053,LOC650961
41812,ILMN_1886625,HS.355404
41813,ILMN_1915674,HS.579445
41814,ILMN_1757439,RBM4
41815,ILMN_1696289,HSP90AB6P
41816,ILMN_1846862,HS.502618
41817,ILMN_1670693,LIPE
41818,ILMN_1778801,LOC649341
41819,ILMN_1859088,HS.543788
41820,ILMN_1682727,JAZF1
41821,ILMN_1713320,LOC642453
41822,ILMN_1691966,FLJ35934
41823,ILMN_1899628,LOC730274
