,Probe_Id,ILMN_Gene
1867,ILMN_2189314,HDGFL1
1868,ILMN_1691566,CCDC140
1869,ILMN_1851492,HS.374278
1870,ILMN_1713813,LOC400578
1871,ILMN_2410347,HHLA3
1872,ILMN_1657746,BPHL
1873,ILMN_2272876,SYT15
1874,ILMN_1778236,PTPN11
1875,ILMN_1834318,HS.574080
1876,ILMN_1781398,NRXN1
1877,ILMN_1880517,HS.563370
1878,ILMN_1775432,CSMD2
1879,ILMN_1659142,MDK
1880,ILMN_1765460,AMIGO1
1881,ILMN_2120631,TPRXL
1882,ILMN_2377862,RAB6A
1883,ILMN_1916823,HS.549783
1884,ILMN_2218856,CCL3L1
1885,ILMN_1866504,HS.446301
1886,ILMN_1754438,SPAM1
1887,ILMN_1739156,DOPEY1
1888,ILMN_1785635,BRD3
1889,ILMN_1745471,IRF9
1890,ILMN_1857081,HS.560357
1891,ILMN_1749493,ADARB2
1892,ILMN_1886900,HS.543795
1893,ILMN_2069912,MAGEA8
1894,ILMN_1695475,SEMA3C
1895,ILMN_1771695,RCBTB2
1896,ILMN_1819705,HS.560324
1897,ILMN_1739155,OR9A4
1898,ILMN_1793241,SRD5A1
1899,ILMN_1790282,NUDT19
1900,ILMN_1738494,AQP7
1901,ILMN_1795704,KIAA0232
1902,ILMN_2366192,FGL1
1903,ILMN_1662140,SGPP2
1904,ILMN_1661143,TSHR
1905,ILMN_1651354,SPP1
1906,ILMN_1675546,KRTAP27-1
1907,ILMN_1657476,LOC340228
1908,ILMN_1884022,HS.299394
1909,ILMN_1709370,LOC651617
1910,ILMN_1827214,HS.566423
1911,ILMN_1701237,SH2D1B
1912,ILMN_1658143,RFC3
1913,ILMN_1911719,HS.490981
1914,ILMN_2105573,CCL3L3
1915,ILMN_2325347,B3GALNT1
1916,ILMN_2129234,TMEM47
1917,ILMN_1745473,LOC727942
1918,ILMN_1669393,GGT1
1919,ILMN_2230998,TMEM186
1920,ILMN_1815404,LOC652185
1921,ILMN_1712347,LOC644422
1922,ILMN_1725071,CCDC12
1923,ILMN_2203453,MSH2
1924,ILMN_2400947,CUGBP2
1925,ILMN_2050183,MYLK2
1926,ILMN_1834241,HS.542846
1927,ILMN_1743499,POLDIP2
1928,ILMN_1710889,LOC653423
1929,ILMN_1863625,HS.530415
1930,ILMN_2087646,HLX
1931,ILMN_1710923,SLAMF7
1932,ILMN_1669927,ICOS
1933,ILMN_1848864,HS.539302
1934,ILMN_1765704,CDC2L1
1935,ILMN_1706277,LOC647335
1936,ILMN_1697736,EXOSC2
1937,ILMN_2099256,MTERF
1938,ILMN_1890562,HS.537883
1939,ILMN_1682736,LOC643452
1940,ILMN_1887127,HS.444059
1941,ILMN_1801700,LOC647655
1942,ILMN_2203271,FPR3
1943,ILMN_1722609,FLJ32569
1944,ILMN_1829023,HS.562604
1945,ILMN_1846987,HS.147849
1946,ILMN_1807529,PADI4
1947,ILMN_1865077,HS.542967
1948,ILMN_1774602,FBLN2
1949,ILMN_1702384,ZNF706
1950,ILMN_1672562,LOC646881
1951,ILMN_1715823,FBXO16
1952,ILMN_1807807,FAM33A
1953,ILMN_1669275,ZNF16
1954,ILMN_1729058,SCAMP1
1955,ILMN_1737425,LOC645413
1956,ILMN_1777811,URG4
1957,ILMN_1815264,RHBDD3
1958,ILMN_1727738,RAB33B
1959,ILMN_1713726,NFYA
1960,ILMN_2242937,ARSB
1961,ILMN_1714028,KRTAP12-3
1962,ILMN_1750312,OSTBETA
1963,ILMN_1791119,NDUFA10
1964,ILMN_1815121,PLAGL1
1965,ILMN_1658375,LOC642976
1966,ILMN_1694587,EEF1B2
1967,ILMN_2258268,GLRX2
1968,ILMN_1796956,LOC648289
1969,ILMN_1769810,ARL6IP5
1970,ILMN_1914467,HS.561595
1971,ILMN_1786382,LOC642398
1972,ILMN_1652160,LRBA
1973,ILMN_1860559,HS.513113
1974,ILMN_1803192,WDR76
1975,ILMN_1658883,ARAF
1976,ILMN_1764166,BCKDHB
1977,ILMN_1882560,HS.552957
1978,ILMN_1916012,HS.542989
1979,ILMN_1777934,MORN3
1980,ILMN_1726443,LOC645463
1981,ILMN_1796268,LOC441114
1982,ILMN_1688661,LOC388813
1983,ILMN_1837019,HS.561632
1984,ILMN_1789040,SLITRK5
1985,ILMN_2340065,UBL5
1986,ILMN_1837214,HS.522264
1987,ILMN_1829412,HS.545650
1988,ILMN_2222337,PRAMEF16
1989,ILMN_1709265,RNF170
1990,ILMN_2223561,CRHBP
1991,ILMN_1666122,HEG1
1992,ILMN_1774258,L3MBTL
1993,ILMN_1894956,HS.544406
1994,ILMN_1717717,FLJ46361
1995,ILMN_1858589,HS.542227
1996,ILMN_2081335,C7ORF44
1997,ILMN_1658163,NR4A3
1998,ILMN_2342851,ARHGAP8
1999,ILMN_2369571,SLC4A5
2000,ILMN_1898314,HS.116849
2001,ILMN_1676215,DLG2
2002,ILMN_1729498,TMEFF1
2003,ILMN_1771049,LOC646573
2004,ILMN_1834003,HS.579386
2005,ILMN_1681008,CGRRF1
2006,ILMN_1759872,LOC643509
2007,ILMN_1847824,HS.559910
2008,ILMN_1905938,HS.566889
2009,ILMN_1899744,HS.544389
2010,ILMN_1701286,FLJ41352
2011,ILMN_2125084,TMEM196
2012,ILMN_1829148,HS.546135
2013,ILMN_1861640,HS.553468
2014,ILMN_1658899,DNCL2A
2015,ILMN_1700307,FLJ38969
2016,ILMN_1819600,HS.297366
2017,ILMN_2394421,G6PC2
2018,ILMN_1727909,CNTN5
2019,ILMN_1843388,HS.133009
2020,ILMN_1687043,LOC644019
2021,ILMN_1806787,CSDC2
2022,ILMN_1658940,DDX25
2023,ILMN_1762281,DCTN3
2024,ILMN_2351916,EXO1
2025,ILMN_1875600,HS.520781
2026,ILMN_2224444,SNX25
2027,ILMN_1690928,LOC253724
2028,ILMN_1786524,MPN2
2029,ILMN_2218208,SPARCL1
2030,ILMN_1913456,HS.543117
2031,ILMN_1652876,LOC392215
2032,ILMN_1859847,HS.575601
2033,ILMN_1879805,HS.538149
2034,ILMN_1843096,HS.49962
2035,ILMN_1827639,HS.562873
2036,ILMN_1761850,ATRN
2037,ILMN_1910120,LOC730092
2038,ILMN_1913624,HS.582845
2039,ILMN_1819494,HS.406106
2040,ILMN_1708391,NR1H4
2041,ILMN_1660176,ZNF582
2042,ILMN_1900329,HS.543658
2043,ILMN_1682930,SIPA1
2044,ILMN_1856298,HS.560522
2045,ILMN_1718297,EML4
2046,ILMN_1868410,HS.540342
2047,ILMN_1908944,HS.580929
2048,ILMN_1688703,C17ORF47
2049,ILMN_1715404,GPR174
2050,ILMN_1901394,HS.539159
2051,ILMN_1749168,OR2AE1
2052,ILMN_1915086,HS.127550
2053,ILMN_1723332,LOC653729
2054,ILMN_2415303,CLEC10A
2055,ILMN_1658289,WDR54
2056,ILMN_1906482,HS.575024
2057,ILMN_1912938,HS.575234
2058,ILMN_1668426,SPESP1
2059,ILMN_1738580,NR2E1
2060,ILMN_1693709,INPP4A
2061,ILMN_1747396,LOC652797
2062,ILMN_1825251,HS.563294
2063,ILMN_1661197,CLCF1
2064,ILMN_1824766,HS.511723
2065,ILMN_1664994,MINPP1
2066,ILMN_1788833,FLJ30719
2067,ILMN_1718657,FLJ43950
2068,ILMN_1678895,LOC642816
2069,ILMN_1769637,RNMT
2070,ILMN_1687098,UNQ9370
2071,ILMN_1662557,MAP7D3
2072,ILMN_1785922,LOC388965
2073,ILMN_1768845,DNAJB8
2074,ILMN_1720829,ZFP36
2075,ILMN_1790518,PHF16
2076,ILMN_1695759,AMDHD2
2077,ILMN_1764244,LOC255649
2078,ILMN_1773576,CPNE3
2079,ILMN_1723253,ZNF222
2080,ILMN_1710111,LOC387940
2081,ILMN_1703511,PDZRN3
2082,ILMN_1687351,ANKRA2
2083,ILMN_1741591,LOC645487
2084,ILMN_1901229,HS.156135
2085,ILMN_1701906,CD300C
2086,ILMN_1697629,PLA2G4B
2087,ILMN_1839369,HS.582526
2088,ILMN_1879580,HS.553866
2089,ILMN_1916094,HS.492496
2090,ILMN_1856633,HS.545288
2091,ILMN_1880250,HS.538500
2092,ILMN_1913695,HS.581557
2093,ILMN_1708743,NT5DC2
2094,ILMN_1666967,BRP44L
2095,ILMN_1823245,HS.526491
2096,ILMN_1815570,HOXA6
2097,ILMN_1701604,TBC1D8B
2098,ILMN_2141941,TOR1AIP1
2099,ILMN_1877535,HS.568970
2100,ILMN_1731832,FLJ39739
2101,ILMN_1855500,HS.147007
2102,ILMN_1767355,LOC100101121
2103,ILMN_2097943,C1ORF87
2104,ILMN_1757914,C19ORF56
2105,ILMN_1655498,FLJ25404
2106,ILMN_1658928,GNB2
2107,ILMN_2067708,TFB2M
2108,ILMN_1872240,HS.581659
2109,ILMN_1698995,DES
2110,ILMN_1894257,HS.567032
2111,ILMN_1842029,HS.525107
2112,ILMN_1833636,HS.427844
2113,ILMN_1861090,HS.541273
2114,ILMN_1821876,HS.575473
2115,ILMN_1653466,HES4
2116,ILMN_2275711,PCDH8
2117,ILMN_1677734,WFDC9
2118,ILMN_1758371,IL1R2
2119,ILMN_1701558,MAP1A
2120,ILMN_1765159,ELMOD2
2121,ILMN_1681916,KCNA6
2122,ILMN_1893915,HS.541645
2123,ILMN_1881191,HS.528268
2124,ILMN_1909083,HS.334190
2125,ILMN_1892664,HS.201721
2126,ILMN_1833807,HS.279741
2127,ILMN_1720941,EVC
2128,ILMN_1731001,ERICH1
2129,ILMN_1704753,EPAS1
2130,ILMN_1733519,HMGB3
2131,ILMN_1681643,PCP4L1
2132,ILMN_1677085,RGS19
2133,ILMN_1670306,SCGB3A2
2134,ILMN_1754716,HAS1
2135,ILMN_1843068,HS.577357
2136,ILMN_1762091,CATSPERB
2137,ILMN_1804656,C12ORF62
2138,ILMN_1675286,LOC643496
2139,ILMN_1703754,CEP192
2140,ILMN_1686052,LOC642165
2141,ILMN_1879602,HS.191395
2142,ILMN_1668378,SFT2D2
2143,ILMN_2376958,TBX5
2144,ILMN_1817433,HS.233037
2145,ILMN_1725018,LOC654220
2146,ILMN_1895102,HS.565789
2147,ILMN_1871716,HS.580711
2148,ILMN_1715616,PPIL5
2149,ILMN_1782305,NR4A2
2150,ILMN_1665323,LOC645851
2151,ILMN_1653459,IL11RA
2152,ILMN_1851729,HS.520477
2153,ILMN_1867039,HS.441075
2154,ILMN_1768161,OR8H3
2155,ILMN_1720124,RCC2
2156,ILMN_1840957,HS.382131
2157,ILMN_2059549,SYK
2158,ILMN_1849039,HS.382019
2159,ILMN_1900119,HS.105551
2160,ILMN_1875332,HS.545527
2161,ILMN_1765684,P117
2162,ILMN_2329744,PMS2
2163,ILMN_1654204,DNAJC5B
2164,ILMN_1708513,BNIPL
2165,ILMN_1846412,HS.566647
2166,ILMN_1756918,FLJ32065
2167,ILMN_1793410,SNTB1
2168,ILMN_1786718,NDUFV1
2169,ILMN_1702189,ASTN1
2170,ILMN_2149566,VPS25
2171,ILMN_1760153,GATA5
2172,ILMN_1857894,HS.270824
2173,ILMN_1781207,FYN
2174,ILMN_1815905,LOC136157
2175,ILMN_1682572,KIAA0528
2176,ILMN_2153547,OR4C15
2177,ILMN_1798885,SLC35A2
2178,ILMN_1767831,C9
2179,ILMN_1814247,TCFL5
2180,ILMN_1813450,RTP1
2181,ILMN_1772957,FOXRED2
2182,ILMN_1654778,LSP1
2183,ILMN_1859499,HS.552267
2184,ILMN_1657423,SPG21
2185,ILMN_1739201,LOC646447
2186,ILMN_1856756,HS.314458
2187,ILMN_1733341,LOC388900
2188,ILMN_2413473,GH2
2189,ILMN_1744102,LOC650673
2190,ILMN_1728572,DOK5
2191,ILMN_1722713,FBLN1
2192,ILMN_2136089,MTE
2193,ILMN_1844983,HS.153395
2194,ILMN_1723481,CHST3
2195,ILMN_1758400,GRIN3A
2196,ILMN_1860340,HS.542258
2197,ILMN_2350421,C19ORF29
2198,ILMN_1859667,HS.538219
2199,ILMN_2329165,MYO1C
2200,ILMN_1872025,HS.14743
2201,ILMN_1815300,LOC644948
2202,ILMN_1665876,TMEM84
2203,ILMN_1822299,HS.212055
2204,ILMN_1715324,HSD17B8
2205,ILMN_1738326,EIF4E2
2206,ILMN_1655137,ZCCHC11
2207,ILMN_1699473,KIAA1967
2208,ILMN_1842574,HS.123457
2209,ILMN_1877267,HS.422913
2210,ILMN_2398261,FGFR1
2211,ILMN_2185264,ZNF461
2212,ILMN_1714489,CIB2
2213,ILMN_1711492,LOC441050
2214,ILMN_1672165,LOC643453
2215,ILMN_1783040,DKFZP781G0119
2216,ILMN_1661427,RFNG
2217,ILMN_1733541,GPR123
2218,ILMN_1781242,SOST
2219,ILMN_1859661,HS.574968
2220,ILMN_1685540,SHRM
2221,ILMN_1871601,HS.554537
2222,ILMN_1772973,FAM82B
2223,ILMN_2155816,DIRAS2
2224,ILMN_1806256,MGC27121
2225,ILMN_1859439,HS.574414
2226,ILMN_1683239,RASSF1
2227,ILMN_1854383,HS.444683
2228,ILMN_1821223,HS.574959
2229,ILMN_1758281,CALCRL
2230,ILMN_1779969,KIAA0738
2231,ILMN_1899351,HS.368690
2232,ILMN_2404539,C20ORF30
2233,ILMN_1862029,HS.572007
2234,ILMN_1801851,ALPPL2
2235,ILMN_1758888,PADI3
2236,ILMN_2385866,PHF1
2237,ILMN_1878889,HS.566395
2238,ILMN_1653461,MGC48628
2239,ILMN_1768004,PDCD4
2240,ILMN_1728256,SPAG9
2241,ILMN_2207562,C4ORF16
2242,ILMN_1779510,BAI1
2243,ILMN_1738212,GALNTL5
2244,ILMN_1672235,LOC649486
2245,ILMN_1712155,RPL6
2246,ILMN_2412873,ZNF37A
2247,ILMN_2374683,PTPN13
2248,ILMN_1746171,H2AFY
2249,ILMN_1885053,HS.551788
2250,ILMN_1823682,HS.128668
2251,ILMN_1814106,MGC59937
2252,ILMN_1779467,LOC648480
2253,ILMN_1681641,DLEU1
2254,ILMN_1695181,SCRIB
2255,ILMN_1891413,HS.572999
2256,ILMN_1659426,LOC646503
2257,ILMN_2224300,SNAPC3
2258,ILMN_1880630,HS.437730
2259,ILMN_1728496,SYT9
2260,ILMN_2138765,ADFP
2261,ILMN_2210482,MRPS34
2262,ILMN_2200636,KIAA1267
2263,ILMN_1893948,HS.570460
2264,ILMN_1754528,DAZ4
2265,ILMN_1853351,HS.527503
2266,ILMN_1653648,GPR63
2267,ILMN_1748338,GPR85
2268,ILMN_1661137,SH3RF2
2269,ILMN_1912968,HS.545851
2270,ILMN_2309534,RDM1
2271,ILMN_1757036,AQP12A
2272,ILMN_2295183,MLL3
2273,ILMN_1798303,RAET1G
2274,ILMN_1673030,CMKLR1
2275,ILMN_1757928,SEC15L2
2276,ILMN_1714718,CXORF59
2277,ILMN_1795336,PTER
2278,ILMN_1694034,LGALS4
2279,ILMN_1783057,LOC283755
2280,ILMN_1849781,HS.551940
2281,ILMN_1787932,GPR110
2282,ILMN_2124951,RBMX
2283,ILMN_1833134,HS.156918
2284,ILMN_1706645,C6ORF150
2285,ILMN_1891901,HS.277359
2286,ILMN_1898653,HS.568710
2287,ILMN_1788530,ADPRHL1
2288,ILMN_1835084,HS.538215
2289,ILMN_1833560,HS.566075
2290,ILMN_1898209,HS.539687
2291,ILMN_1662744,FLJ39632
2292,ILMN_1866319,HS.542495
2293,ILMN_1856593,HS.583373
2294,ILMN_1716153,LOC342892
2295,ILMN_1835913,HS.144479
2296,ILMN_1852202,HS.569001
2297,ILMN_2121189,C1ORF156
2298,ILMN_1785804,ERVWE1
2299,ILMN_1790252,KRT36
2300,ILMN_1691291,PIGS
2301,ILMN_1782829,GLTSCR1
2302,ILMN_1709334,TM9SF1
2303,ILMN_1785404,FGFBP1
2304,ILMN_1674827,FAM124A
2305,ILMN_1772780,TCP11L2
2306,ILMN_1873946,HS.573763
2307,ILMN_1771003,C14ORF94
2308,ILMN_1667147,LOC653630
2309,ILMN_1716843,ELOVL2
2310,ILMN_1693771,ASPH
2311,ILMN_1664379,LOC642505
2312,ILMN_2143148,TM2D1
2313,ILMN_1811272,GPR81
2314,ILMN_1900787,HS.552467
2315,ILMN_1909274,HS.81529
2316,ILMN_1667444,LOC644532
2317,ILMN_2061185,SH2B1
2318,ILMN_1833349,HS.245002
2319,ILMN_1917279,HS.540914
2320,ILMN_1818446,HS.148238
2321,ILMN_1677138,POLR2J3
2322,ILMN_1755811,FBXO4
2323,ILMN_1882512,HS.406790
2324,ILMN_1768394,ARPC5
2325,ILMN_2218935,GPR37
2326,ILMN_1883086,HS.566534
2327,ILMN_1728705,OTOF
2328,ILMN_1745946,CCDC5
2329,ILMN_2388669,GRIA3
2330,ILMN_1651260,CCNE2
2331,ILMN_1738866,DEXI
2332,ILMN_1834147,HS.131670
2333,ILMN_1729542,LOC646663
2334,ILMN_1908916,HS.582021
2335,ILMN_1677591,CCL4L2
2336,ILMN_1741096,FDFT1
2337,ILMN_1660904,TRIM15
2338,ILMN_1917065,HS.566158
2339,ILMN_2410713,FGFR4
2340,ILMN_1913053,HS.540827
2341,ILMN_2173797,KRTAP12-1
2342,ILMN_1853620,HS.542405
2343,ILMN_1854387,HS.529179
2344,ILMN_1722894,ZNRD1
2345,ILMN_1765002,FAM153C
2346,ILMN_1776266,CRYGB
2347,ILMN_1735229,LOC729193
2348,ILMN_2154853,C14ORF50
2349,ILMN_2351466,HNT
2350,ILMN_1705244,DNAH11
2351,ILMN_2344956,ACP1
2352,ILMN_1895643,HS.579000
2353,ILMN_1769633,CTSO
2354,ILMN_1700627,LOC653800
2355,ILMN_1710570,LOC651614
2356,ILMN_1662897,ERCC4
2357,ILMN_1848477,HS.363212
2358,ILMN_1679274,LOC652094
2359,ILMN_1718808,AKAP10
2360,ILMN_1891851,HS.528854
2361,ILMN_2367157,CHRFAM7A
2362,ILMN_1689701,LOC644229
2363,ILMN_1882941,HS.528883
2364,ILMN_1883065,HS.334376
2365,ILMN_2273683,EBAG9
2366,ILMN_1665823,LOC389787
2367,ILMN_1655564,KIAA1245
2368,ILMN_1784465,FAM91A2
2369,ILMN_1808721,LOC646280
2370,ILMN_1653412,RAXL1
2371,ILMN_1715181,ARRDC2
2372,ILMN_1709204,CLEC4A
2373,ILMN_1798817,HSPC105
2374,ILMN_1889841,HS.150808
2375,ILMN_1863695,HS.561749
2376,ILMN_1777658,SCARF1
2377,ILMN_1823965,HS.148447
2378,ILMN_1742163,LOC441087
2379,ILMN_1699961,LOC645402
2380,ILMN_1825717,HS.259304
2381,ILMN_1814204,C21ORF55
2382,ILMN_1690223,CNTNAP2
2383,ILMN_1909975,HS.161323
2384,ILMN_1664369,DHTKD1
2385,ILMN_1707600,WDTC1
2386,ILMN_1791052,FKBPL
2387,ILMN_2395652,PTGFR
2388,ILMN_1886040,HS.197705
2389,ILMN_1858815,HS.562547
2390,ILMN_2385688,RABL2B
2391,ILMN_1775373,CMTM5
2392,ILMN_1873256,HS.580184
2393,ILMN_1682067,LOC646501
2394,ILMN_1699476,RPE
2395,ILMN_2231189,HIAT1
2396,ILMN_1765031,LOC339047
2397,ILMN_1774781,CEACAM20
2398,ILMN_1673355,SMR3B
2399,ILMN_1712865,SHE
2400,ILMN_1680480,SDC3
2401,ILMN_2249288,TIPRL
2402,ILMN_1886493,HS.535028
2403,ILMN_1693991,UBE2J2
2404,ILMN_1886727,HS.573902
2405,ILMN_1818794,HS.578088
2406,ILMN_1839097,HS.580206
2407,ILMN_1813094,LOC646649
2408,ILMN_1722798,PLCD3
2409,ILMN_1736426,PLCB4
2410,ILMN_1903713,HS.538376
2411,ILMN_1711899,ANXA2
2412,ILMN_1690137,LOC284672
2413,ILMN_1689237,BVES
2414,ILMN_2321064,BAX
2415,ILMN_1692650,WBSCR16
2416,ILMN_1803483,KIAA2013
2417,ILMN_1806914,FATE1
2418,ILMN_2388484,MAP2
2419,ILMN_1728535,COPZ1
2420,ILMN_2141455,ZNF781
2421,ILMN_2405348,PRX
2422,ILMN_1651341,LOC401010
2423,ILMN_1660341,LRPAP1
2424,ILMN_1708064,MAP4
2425,ILMN_1886528,HS.544432
2426,ILMN_1898627,HS.322859
2427,ILMN_1797631,IL4I1
2428,ILMN_1683740,TOP1MT
2429,ILMN_1767535,LOC645676
2430,ILMN_1656487,FGA
2431,ILMN_1709741,LOC653673
2432,ILMN_1653799,LOC727735
2433,ILMN_1718520,C10ORF59
2434,ILMN_1666178,TP53I13
2435,ILMN_1759141,IL1F5
2436,ILMN_1724806,RAPSN
2437,ILMN_1807339,HRG
2438,ILMN_1792712,LOC201725
2439,ILMN_1776788,C5ORF41
2440,ILMN_2193233,MGC29506
2441,ILMN_1697937,XKRY
2442,ILMN_1679617,LOC654155
2443,ILMN_1898695,HS.545430
2444,ILMN_1846037,HS.134656
2445,ILMN_1764885,C20ORF75
2446,ILMN_1772712,UBE2J2
2447,ILMN_1701413,PIGQ
2448,ILMN_1708337,NOXO1
2449,ILMN_2354191,CD8B
2450,ILMN_1901357,HS.540856
2451,ILMN_1741406,HOOK1
2452,ILMN_1775634,AGTR2
2453,ILMN_2342903,GIPC1
2454,ILMN_1656534,LOC645891
2455,ILMN_1818088,HS.526898
2456,ILMN_1761594,FAM35A
2457,ILMN_1903878,HS.538699
2458,ILMN_1705469,RDH14
2459,ILMN_1698621,COG5
2460,ILMN_1660900,SNORA7B
2461,ILMN_1707881,NMNAT2
2462,ILMN_1723165,LOC728351
2463,ILMN_1852624,HS.563034
2464,ILMN_1875643,HS.565047
2465,ILMN_1916634,HS.554504
2466,ILMN_1793267,ETHE1
2467,ILMN_2409642,TRO
2468,ILMN_1828229,HS.545144
2469,ILMN_1687219,KCNH7
2470,ILMN_1916036,HS.563393
2471,ILMN_2169736,PGBD4
2472,ILMN_2088825,CENTB2
2473,ILMN_1863236,HS.543800
2474,ILMN_1827517,HS.42419
2475,ILMN_1738749,MAST3
2476,ILMN_2292123,COL4A3BP
2477,ILMN_1718079,HOXB1
2478,ILMN_2275760,TFAP2A
2479,ILMN_1689952,SPATC1
2480,ILMN_1887351,HS.156651
2481,ILMN_1667366,LOC400388
2482,ILMN_1789294,LOC652222
2483,ILMN_1682875,RBM4
2484,ILMN_1862475,HS.542502
2485,ILMN_2382354,SENP7
2486,ILMN_1713156,MSL3L1
2487,ILMN_1753183,CDCA4
2488,ILMN_1723834,FLJ32011
2489,ILMN_1720430,C20ORF149
2490,ILMN_1877404,HS.544190
2491,ILMN_2230117,AVP
2492,ILMN_1738075,CMIP
2493,ILMN_1724306,CACNG1
2494,ILMN_1795839,SCCPDH
2495,ILMN_1696675,CES2
2496,ILMN_1843004,HS.578613
2497,ILMN_1865018,HS.569229
2498,ILMN_1779515,CSAD
2499,ILMN_1888863,HS.126387
2500,ILMN_1694798,C5ORF28
2501,ILMN_1907874,HS.540828
2502,ILMN_1761896,LOC654335
2503,ILMN_1777332,OR2T2
2504,ILMN_1852890,HS.542299
2505,ILMN_1898825,HS.544269
2506,ILMN_1673306,LOC652147
2507,ILMN_1666960,NOL1
2508,ILMN_2268381,RRBP1
2509,ILMN_1690753,RBMY1A1
2510,ILMN_1757467,H1F0
2511,ILMN_1703593,BAIAP2L1
2512,ILMN_1703142,Mar-02
2513,ILMN_1792689,HIST1H2AC
2514,ILMN_1668072,PGAM2
2515,ILMN_2352090,GPRC5C
2516,ILMN_1838507,HS.569064
2517,ILMN_1664434,TCF3
2518,ILMN_2193817,CLEC4G
2519,ILMN_2387865,KCNIP4
2520,ILMN_1875115,HS.540554
2521,ILMN_1807493,ACVRL1
2522,ILMN_1666082,HEATR3
2523,ILMN_1799560,LOC647406
2524,ILMN_1863226,HS.545646
2525,ILMN_1803834,LOC653352
2526,ILMN_1777759,LOC401720
2527,ILMN_2304512,SAA1
2528,ILMN_1738704,TRIM26
2529,ILMN_1829654,HS.579273
2530,ILMN_1785527,LY6G5B
2531,ILMN_1826881,HS.564846
2532,ILMN_1846502,HS.385632
2533,ILMN_1698164,LOC641693
2534,ILMN_1691076,TEX11
2535,ILMN_1740041,LOC645197
2536,ILMN_1808597,C2ORF13
2537,ILMN_1676947,LPAL2
2538,ILMN_1885022,HS.544834
2539,ILMN_1788623,IL1RL1
2540,ILMN_2397484,GJC1
2541,ILMN_1907052,HS.543172
2542,ILMN_1763091,C14ORF43
2543,ILMN_2214997,LRRFIP1
2544,ILMN_1912067,HS.537757
2545,ILMN_2284013,KCNC4
2546,ILMN_1696183,HBQ1
2547,ILMN_1756989,EPHA8
2548,ILMN_1687506,LOC654117
2549,ILMN_1901458,HS.545666
2550,ILMN_1901593,HS.565636
2551,ILMN_1877027,HS.553125
2552,ILMN_1723004,CD72
2553,ILMN_1878858,HS.564104
2554,ILMN_1870341,HS.147231
2555,ILMN_1712608,BFSP1
2556,ILMN_1687583,CAV1
2557,ILMN_1891610,HS.577421
2558,ILMN_2325534,KCNIP2
2559,ILMN_1727917,C6ORF188
2560,ILMN_1661631,LILRA3
2561,ILMN_2411781,RYR1
2562,ILMN_1877039,HS.54940
2563,ILMN_1842319,HS.123349
2564,ILMN_1679116,LOC652448
2565,ILMN_1901653,HS.576343
2566,ILMN_1728102,LOC648629
2567,ILMN_1681252,C17ORF44
2568,ILMN_1842357,HS.537660
2569,ILMN_1691717,RHBDF2
2570,ILMN_1705337,SPATA21
2571,ILMN_2241252,LOC389257
2572,ILMN_1760676,MORF4L1
2573,ILMN_1727065,FLJ42289
2574,ILMN_1689876,LOC648189
2575,ILMN_1685398,BAD
2576,ILMN_1674519,ZP2
2577,ILMN_1715804,PITPNA
2578,ILMN_1882965,HS.554643
2579,ILMN_1796154,SLC26A5
2580,ILMN_1901540,HS.568406
2581,ILMN_1794932,ZYG11A
2582,ILMN_2226183,FCRL1
2583,ILMN_1718830,NARG2
2584,ILMN_1891085,HS.577768
2585,ILMN_1800049,MAPT
2586,ILMN_1880263,HS.523975
2587,ILMN_1798138,CHIA
2588,ILMN_2363027,RAD51
2589,ILMN_1660810,TTC17
2590,ILMN_1787813,SLC5A3
2591,ILMN_1900781,HS.542840
2592,ILMN_1706000,LOC647374
2593,ILMN_1737738,NDUFA12
2594,ILMN_1906681,HS.130555
2595,ILMN_1797827,PTPRV
2596,ILMN_1784037,ZBTB40
2597,ILMN_1693273,LOC645089
2598,ILMN_1899449,HS.435337
2599,ILMN_1889106,HS.559152
2600,ILMN_1741105,LOC654085
2601,ILMN_1898274,HS.543854
2602,ILMN_1740776,OR5B12
2603,ILMN_2215355,LOC400499
2604,ILMN_1657204,SAE1
2605,ILMN_1904613,HS.577387
2606,ILMN_1766425,REPS2
2607,ILMN_1834475,HS.145627
2608,ILMN_1816959,HS.542505
2609,ILMN_1833751,HS.432581
2610,ILMN_1767665,LOC493869
2611,ILMN_1683921,LOC646132
2612,ILMN_1772925,UBE2NL
2613,ILMN_2167617,NACA
2614,ILMN_1882629,HS.158480
2615,ILMN_1661957,LOC647816
2616,ILMN_1667086,AP3M1
2617,ILMN_1747251,LTB4R
2618,ILMN_1667326,LOC646740
2619,ILMN_2233576,GAGE12I
2620,ILMN_1808777,EHD2
2621,ILMN_1905900,HS.541851
2622,ILMN_1874324,HS.545706
2623,ILMN_1699724,C2ORF3
2624,ILMN_1899012,HS.538756
2625,ILMN_2190084,VAMP8
2626,ILMN_1669550,MAD2L2
2627,ILMN_1656628,WDR4
2628,ILMN_1780132,PELI2
2629,ILMN_1905209,HS.562041
2630,ILMN_1728069,DDX19-DDX19L
2631,ILMN_1652450,LOC647509
2632,ILMN_1695422,NCL
2633,ILMN_1670305,SERPING1
2634,ILMN_1854699,HS.404608
2635,ILMN_1790929,LOC645302
2636,ILMN_2134538,FTHL11
2637,ILMN_1682864,SPSB3
2638,ILMN_1880784,HS.550111
2639,ILMN_1676763,PIPSL
2640,ILMN_1819843,HS.565442
2641,ILMN_1722537,FLJ40504
